"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"ELLICE ST","","I","BROUGHAM ST","201012064","31/05/2010","Mon","1745","MOTOR CYCLE1 EBD on ELLICE ST hit rear of CAR2 turning right from centre line, MOTOR CYCLE1 hit Parked Vehicle","MOTOR CYCLE1 overtaking at an intersection, failed to notice indication of vehicle in front","Dry","Dark","Fine","X Type Junction","Stop Sign","0","1","0","1749299","5426365",
"ELLICE ST","","I","HANIA ST","2812198","20/05/2008","Tue","1030","CAR1 SBD on ELLICE ST hit CYCLIST2 (Age 21)crossing at right angle from right","CAR1 did not see or look for other party until too late  CYCLIST2 too fast on straight, on incorrect side of the island or median","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1749171","5426423",
"ELLIOT ST","20","E","RUSHGREEN AVENUE","201204787","18/10/2012","Thu","1623","VAN1 WBD on ELLIOT ST hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic, pedestrian attention diverted eg cigarette, cell phone, music player","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1771711","5895894",
"ELLIOT ST","150","W","WELLINGTON ST","201005509","18/10/2010","Mon","1505","CAR1 EBD on ELLIOT ST hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic, failed to use ped crossing when one within 20 m","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1771456","5914433",
"ELLIOT ST","","I","WELLINGTON ST","201004674","27/07/2010","Tue","0705","SUV1 EBD on WELLINGTON ST lost control turning right, SUV1 hit Vehicle on right hand bend ","SUV1 cutting corner on bend, fatigue (drowsy, tired, fell asleep)","Wet","Twilight","Fine","X Type Junction","Stop Sign","0","1","0","1771591","5914371",
"ELLIOT ST","","I","WOOD ST","201102895","10/06/2011","Fri","1055","VAN1 EBD on ELLIOT ST hit SUV2 crossing at right angle from right, SUV2 went Over Bank, House Or Bldg, Parked Vehicle","SUV2 failed to give way at give way sign, inexperience, impared ability due to old age","Wet","Overcast","Heavy Rain","X Type Junction","Give Way Sign","0","1","0","1772423","5896303",
"ELLIOT ST","","I","WOOD ST","201103085","18/05/2011","Wed","2147","CAR1 NBD on WOOD ST hit CAR2 crossing at right angle from right, CAR1 hit Post Or Pole","CAR1 alcohol suspected, failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","1","2","1772423","5896303",
"ELLIOTT ROAD","1180","S","ANDREWS ROAD","2922958","13/05/2009","Wed","2115","SUV1 SBD on ELLIOTT ROAD lost control turning right, SUV1 hit Fence, Tree on right hand bend ","SUV1 too fast entering corner, lost control when turning, new driver showed inexperience","Wet","Dark","Heavy Rain","Unknown","N/A","0","1","1","1301879","4877658",
"ELLIS RIVER ROAD","150","N","BATON VALLEY ROAD","2813611","08/11/2008","Sat","1750","MOTOR CYCLE1 NBD on ELLIS RIVER ROAD lost control on straight","MOTOR CYCLE1 alcohol suspected, showing off wheelspins etc","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1575365","5426858",
"ELTHAM ROAD","140","W","AUROA ROAD","2812960","24/08/2008","Sun","1610","CAR1 WBD on ELTHAM ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test result unknown, fatigue due to lack of sleep","Wet","Overcast","Fine","Unknown","Nil","0","1","0","1689838","5634298",
"ELTHAM ROAD","960","W","HASTINGS ROAD","2910067","29/08/2009","Sat","0230","CAR1 WBD on ELTHAM ROAD lost control; went off road to right, CAR1 hit Bridge, Water/River","CAR1 alcohol test above limit or test refused, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","1","0","0","1704766","5635402",
"ELTHAM ROAD","1000","W","KIRI ROAD","2812995","24/08/2008","Sun","0315","CAR1 WBD on ELTHAM ROAD hit PEDESTRIAN walking with traffic","CAR1 alcohol test above limit or test refused, did not see or look for other party until too late  PEDESTRIAN2 walking along road not facing oncoming traffic, pedestrian wearing dark clothing","Dry","Dark","Fine","Unknown","Nil","0","1","0","1683208","5634440",
"ELTHAM ROAD","1200","E","PATIKI ROAD","2913647","02/12/2009","Wed","1539","TRUCK1 SBD on ELTHAM ROAD hit PEDESTRIAN crossing road from right side, TRUCK1 hit Post Or Pole","TRUCK1 didnt see/look when visibility obstructed by other vehicles  PEDESTRIAN2 crossing heedless of traffic, pedestrian to/from School bus  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1686264","5634357",
"ELTHAM ROAD","","I","WAITEIKA ROAD","2911563","19/02/2009","Thu","1000","VAN1 EBD on ELTHAM ROAD hit CAR2 turning right onto ELTHAM ROAD from the left","CAR2 failed to give way at give way sign, attention diverted by passengers, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","2","1680628","5634415",
"ELWOOD ROAD","","I","OTENE ROAD","201111759","18/05/2011","Wed","1804","VAN1 SBD on ELWOOD ROAD hit CYCLIST2 (Age 59)turning right onto ELWOOD ROAD from the left","CYCLIST2 failed to give way at give way sign, defective vision","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1931870","5607130",
"EMERALD GLEN ROAD","220","S","WATERFALL ROAD","201211347","13/03/2012","Tue","0645","CAR1 SBD on EMERALD GLEN ROAD cutting corner hit CAR2 head on","CAR1 too fast for conditions, cutting corner on bend","Dry","Twilight","Fine","Unknown","Nil","0","1","1","1767567","5464052",
"EMMETT ST","15","S","PRAEM PLACE","201122399","25/06/2011","Sat","0201","CAR1 NBD on EMMETT ST lost control; went off road to left, CAR1 hit Tree, Ditch","CAR1 alcohol test above limit or test refused, lost control, attention diverted by passengers","Dry","Dark","Fine","Unknown","N/A","0","2","2","1572099","5183014",
"EMMETT ST","","I","RISELAW ST","2922195","15/02/2009","Sun","1038","CAR1 NBD on EMMETT ST hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction, impared ability due to old age","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1572122","5182928",
"ENNIS AVENUE N","200","E","GOSSAMER DRIVE","2904455","13/03/2009","Fri","2100","VAN1 WBD on ENNIS AVENUE N lost control turning left, VAN1 hit Fence, Parked Vehicle, Tree","VAN1 alcohol test above limit or test refused, too fast entering corner, too far left/right, interferred with driver","Dry","Dark","Fine","Unknown","Nil","0","1","1","1768536","5913247",
"ENNIS ST","30","N","SH 8","201023037","27/11/2010","Sat","2315","CAR1 NBD on ENNIS ST hit PEDESTRIAN","CAR1 alcohol test above limit or test refused, new driver showed inexperience  ENV: entering or leaving private house / farm","Dry","Dark","Fine","Driveway","Nil","0","1","0","1316885","4982176",
"ENSORS ROAD","100","S","FERRY ROAD","201221500","08/03/2012","Thu","1612","SUV2 SBD on ENSORS ROAD opened door into path of another party, CYCLIST1 hit Parked Vehicle","SUV2 didnt see/look behind when opening door or leaving vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1572938","5178770",
"ENSORS ROAD","","I","GRENVILLE ST","2921924","07/05/2009","Thu","1652","VAN1 NBD on ENSORS ROAD hit rear end of MOTOR CYCLE2 stopped/moving slowly","VAN1 alcohol test above limit or test refused, drugs suspected, inattentive","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","2","0","1572828","5178680",
"ENSORS ROAD","50","N","MACKENZIE AVENUE","2822183","02/06/2008","Mon","1620","CAR1 SBD on ENSORS ROAD lost control but did not leave the road, CAR1 hit Traffic Island, Tree","CAR1 lost control, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1572790","5178614",
"ENSORS ROAD","20","N","SULLIVAN AVENUE","201022811","11/08/2010","Wed","1136","MOTOR CYCLE1 NBD on ENSORS ROAD hit CAR2 doing driveway manoeuvre","CAR2 failed to give way at driveway, misjudged speed etc of vehicle coming from another dirn with right of way  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1572680","5178440",
"ENTERPRISE ST","","I","MARSLIN ST","2823066","05/07/2008","Sat","1725","CAR2 NBD on ENTERPRISE ST lost control while being overtaken by CAR1  CAR1 hit Fence, House Or Bldg","CAR1 showing off racing  CAR2 misjudged speed, etc of vehicle coming from behind or alongside, showing off","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","1","1","1316713","4983538",
"ESDAILE ROAD","310","N","WAINUI SOUTH ROAD","201201306","23/02/2012","Thu","1410","CAR1 NBD on ESDAILE ROAD lost control turning left, CAR1 hit Tree","CAR1 lost control when turning, attention diverted  ENV: slippery, road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","1","0","1862153","5824518",
"ESKDALE ROAD","340","W","GLENFIELD ROAD","201104278","22/09/2011","Thu","0759","CAR1 WBD on ESKDALE ROAD hit PEDESTRIAN crossing road from left side","CAR1 alcohol test below limit, didnt see/look when visibility obstructed by other vehicles  PEDESTRIAN2 stepped out from behind vehicle, crossing road, running heedless of traffic  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1753452","5925970",
"ESKDALE ROAD","25","E","INGLIS ST","2800046","21/03/2008","Fri","0255","MOTOR CYCLE1 EBD on ESKDALE ROAD lost control turning left, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, driving unfamiliar vehicle","Dry","Dark","Fine","Unknown","Nil","1","0","0","1753343","5925961",
"ESKDALE ROAD","90","N","MORAY PLACE","2813546","14/10/2008","Tue","0807","BUS1 NBD on ESKDALE ROAD hit parked veh, BUS1 hit Parked Vehicle","BUS1 attention diverted by driver dazzled by sun/lights, misjudged speed of own vehicle  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1756797","5447287",
"ESMONDE ROAD","30","E","BARRYS POINT ROAD","201002082","02/04/2010","Fri","1808","CAR1 WBD on ESMONDE ROAD changing lanes/overtaking to right hit CAR2 ","CAR1 alcohol test above limit or test refused, attention diverted by other traffic","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","2","1","1757588","5926272",
"ESPLANADE","","I","AVOCA ST","2921549","09/02/2009","Mon","2035","CAR1 WBD on AVOCA ST lost control but did not leave the road, CAR1 hit Water/River","CAR1 alcohol test above limit or test refused, too far left/right, lost control","Wet","Dark","Heavy Rain","T Type Junction","Give Way Sign","0","1","0","1657602","5303958",
"ESTUARY ROAD","","I","CRADOCK ST","2920044","16/09/2009","Wed","1819","CAR1 SBD on ESTUARY ROAD lost control; went off road to left, CAR1 hit Post Or Pole","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Twilight","Fine","T Type Junction","Nil","3","1","0","1578461","5180839",
"ETTRICK ST","","I","PRINCES ST","2923156","02/09/2009","Wed","2000","CAR1 SBD on PRINCES ST hit SUV2 crossing at right angle from right, CAR1 hit Fence","CAR1 failed to give way at give way sign, inattentive, didnt see/look when required to give way to traffic from another direction  ENV: slippery","Wet","Dark","Light Rain","X Type Junction","Give Way Sign","0","1","1","1243795","4848818",
"EVANS BAY PARADE","","I","BELVEDERE ROAD","201013378","12/12/2010","Sun","1545","MOTOR CYCLE1 NBD on EVANS BAY PARADE hit CAR2 turning right onto EVANS BAY PARADE from the left","CAR2 failed to give way at stop sign, didnt see/look when visibility obstructed by other vehicles  ENV: visibility limited by parked vehicle","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1750556","5425521",
"EVANS BAY PARADE","250","N","MAIDA VALE ROAD","2812307","18/05/2008","Sun","1317","MOTOR CYCLE1 SBD on EVANS BAY PARADE lost control turning right, MOTOR CYCLE1 hit Kerb on right hand bend ","MOTOR CYCLE1 lost control","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1751026","5427330",
"EVANS BAY PARADE","500","N","MAIDA VALE ROAD","2811098","04/01/2008","Fri","2020","CAR1 SBD on EVANS BAY PARADE lost control on curve and hit CAR2 head on","CAR1 too fast entering corner","Dry","Overcast","Fine","Unknown","Nil","0","2","0","1751006","5427554",
"EVANS BAY PARADE","1500","S","MAIDA VALE ROAD","2812883","29/07/2008","Tue","1650","CAR2 SBD on EVANS BAY PARADE opened door into path of another party, CYCLIST1 hit Vehicle","CAR2 didnt see/look behind when opening door or leaving vehicle","Dry","Twilight","Fine","Unknown","Nil","0","1","0","1750891","5425889",
"EVANS BAY PARADE","400","N","RATA ROAD","2912331","17/06/2009","Wed","0830","MOTOR CYCLE1 NBD on EVANS BAY PARADE hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction, new driver showed inexperience","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1750982","5426002",
"EVANS BAY PARADE","150","S","RATA ROAD","2812129","26/04/2008","Sat","1003","CAR1 NBD on EVANS BAY PARADE hit CYCLIST2 (Age 27)doing driveway manoeuvre","CAR1 didnt see/look behind when reversing/manoeuvering  ENV: visibility limited by parked vehicle, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1750591","5425698",
"EVANS BAY PARADE","400","N","SH 1N","201011909","11/05/2010","Tue","1749","CYCLIST1 (Age 47)NBD on EVANS BAY PARADE hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic, stepped out from behind vehicle","Dry","Overcast","Fine","Unknown","Nil","0","1","1","1750487","5425324",
"EVANS BAY PARADE","100","S","WELLINGTON ROAD","201213088","19/11/2012","Mon","1643","CAR1 NBD on EVANS BAY PARADE hit PEDESTRIAN crossing road from left side","CAR1 didnt see/look when visibility obstructed by other vehicles, didnt see/look when visibility limited by roadside features  PEDESTRIAN2 stepped out from behind vehicle, crossing road, running heedless of traffic, pedestrian attention diverted eg cigarette, cell phone, music player","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1750294","5424900",
"EVANS ST","","I","CRAIGLEITH ST","2922218","05/06/2009","Fri","1315","CAR1 SBD on CRAIGLEITH ST missed inters or end of road, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused, too fast on straight, lost control","Dry","Overcast","Fine","T Type Junction","Nil","0","2","2","1408106","4919134",
"EVERSHAM ROAD","80","W","KINGSLEY PLACE","2904262","20/08/2009","Thu","2130","CAR1 WBD on EVERSHAM ROAD missed inters or end of road, CAR1 hit Cliff Bank","CAR1 alcohol test below limit, too fast on straight, inattentive","Dry","Dark","Fine","Unknown","N/A","0","1","1","1884762","5824466",
"EWBANK PLACE","140","E","FELLBROOK ST","2900158","24/10/2009","Sat","1755","passenger fell from moving CAR1 WBD on EWBANK PLACE  CAR1 hit Fence, Tree","CAR1 lost control under heavy acceleration, attention diverted, wrong pedal, illness and disability, casualty thrown from vehicle  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","1","0","0","1766018","5901278",
"EXELBY ROAD","1200","S","TE KOWHAI ROAD","201104452","15/09/2011","Thu","1302","CAR1 SBD on EXELBY ROAD lost control on curve and hit CAR2 head on","CAR1 attention diverted by cigarette etc, driver over-reacted","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1793017","5819643",
"FACILITY ACCESS","50","E","OKARO ROAD","201201095","06/02/2012","Mon","1139","VAN1 EBD on FACILITY ACCESS hit PEDESTRIAN","VAN1 didnt see/look behind when reversing/manoeuvering  PEDESTRIAN2 pedestrian unsupervised child, pedestrian behind reversing/manoeuvering vehicle","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1896584","5755784",
"FACTORY ROAD","15","S","BEACH ROAD","2922438","24/07/2009","Fri","1251","VAN1 NBD on FACTORY ROAD hit train, VAN1 hit Train","VAN1 did not stop at stop sign, attention diverted by cigarette etc","Dry","Overcast","Fine","Unknown","Stop Sign","0","1","1","1659488","5313029",
"FAIRBURN ROAD","1500","E","MEFFIN ROAD","2905884","10/11/2009","Tue","1346","MOTOR CYCLE1 SBD on FAIRBURN ROAD lost control turning right, MOTOR CYCLE1 hit Ditch on right hand bend ","MOTOR CYCLE1 too fast entering corner, lost control when turning, inexperience, incorrect tyre type","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1635245","6114701",
"FAIRBURN ROAD","280","N","WELLS ROAD","2901585","01/01/2009","Thu","1039","CAR1 SBD on FAIRBURN ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1638761","6115047",
"FAIRFIELD AVENUE","20","S","MCDIARMID CRESCENT N","201104504","10/10/2011","Mon","1754","MOTOR CYCLE1 SBD on FAIRFIELD AVENUE hit Parked Vehicle while manoeuvring","MOTOR CYCLE1 lost control, inexperience  ENV: road surface (uneven)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1789738","5841278",
