"meshblockID" "urbanRural" "code"
1509100 "Main urban area" "A"
1408301 "Rural area with moderate urban influence" "E"
2713502 "Rural area with moderate urban influence" "E"
2158600 "Main urban area" "A"
1503400 "Main urban area" "A"
1466405 "Main urban area" "A"
2141600 "Main urban area" "A"
1466404 "Main urban area" "A"
1750500 "Independent Urban Area" "B"
2200900 "Main urban area" "A"
1482600 "Main urban area" "A"
1468400 "Main urban area" "A"
2342800 "Main urban area" "A"
2140900 "Main urban area" "A"
1950400 "Main urban area" "A"
1969900 "Main urban area" "A"
2340202 "Main urban area" "A"
1970000 "Main urban area" "A"
2086728 "Main urban area" "A"
2749300 "Highly rural/remote area" "G"
2715400 "Rural area with low urban influence" "F"
1751500 "Independent Urban Area" "B"
1466408 "Main urban area" "A"
1670900 "Highly rural/remote area" "G"
1830600 "Main urban area" "A"
1749700 "Independent Urban Area" "B"
1822400 "Main urban area" "A"
2159500 "Main urban area" "A"
1822800 "Main urban area" "A"
1846900 "Main urban area" "A"
2342000 "Main urban area" "A"
1815800 "Main urban area" "A"
1822900 "Main urban area" "A"
1847400 "Main urban area" "A"
1846000 "Main urban area" "A"
1824400 "Main urban area" "A"
2066200 "Main urban area" "A"
1831500 "Main urban area" "A"
2258000 "Independent Urban Area" "B"
2258500 "Independent Urban Area" "B"
2066001 "Main urban area" "A"
2366906 "Rural area with high urban influence" "D"
2065400 "Main urban area" "A"
1605300 "Satellite Urban Area" "C"
2257900 "Independent Urban Area" "B"
1392200 "Highly rural/remote area" "G"
2257800 "Independent Urban Area" "B"
1608400 "Rural area with low urban influence" "F"
1605400 "Satellite Urban Area" "C"
1610600 "Rural area with low urban influence" "F"
1605500 "Satellite Urban Area" "C"
1604700 "Satellite Urban Area" "C"
1607001 "Rural area with moderate urban influence" "E"
2258200 "Independent Urban Area" "B"
2066300 "Main urban area" "A"
439400 "Highly rural/remote area" "G"
176102 "Main urban area" "A"
1605600 "Satellite Urban Area" "C"
214501 "Main urban area" "A"
359200 "Main urban area" "A"
1412500 "Highly rural/remote area" "G"
235721 "Main urban area" "A"
532500 "Main urban area" "A"
447400 "Main urban area" "A"
710903 "Main urban area" "A"
711137 "Main urban area" "A"
115600 "Independent Urban Area" "B"
176007 "Main urban area" "A"
220800 "Main urban area" "A"
224303 "Main urban area" "A"
435700 "Main urban area" "A"
383900 "Main urban area" "A"
631300 "Main urban area" "A"
567300 "Main urban area" "A"
711150 "Main urban area" "A"
114400 "Independent Urban Area" "B"
208201 "Satellite Urban Area" "C"
196900 "Main urban area" "A"
336900 "Main urban area" "A"
234900 "Main urban area" "A"
464503 "Main urban area" "A"
521700 "Main urban area" "A"
717704 "Main urban area" "A"
367700 "Main urban area" "A"
3070000 "Independent Urban Area" "B"
3070100 "Independent Urban Area" "B"
2996100 "Rural area with low urban influence" "F"
3002100 "Rural area with low urban influence" "F"
3068000 "Independent Urban Area" "B"
3068200 "Independent Urban Area" "B"
2983100 "Rural area with moderate urban influence" "E"
2983600 "Rural area with low urban influence" "F"
3068300 "Independent Urban Area" "B"
1297702 "Independent Urban Area" "B"
1020901 "Area outside urban/rural profile" "Z"
3188600 "Highly rural/remote area" "G"
987000 "Main urban area" "A"
968704 "Main urban area" "A"
1349400 "Highly rural/remote area" "G"
1349201 "Rural area with low urban influence" "F"
1305802 "Independent Urban Area" "B"
971500 "Main urban area" "A"
1305903 "Independent Urban Area" "B"
1309603 "Independent Urban Area" "B"
970400 "Main urban area" "A"
1305909 "Independent Urban Area" "B"
741101 "Main urban area" "A"
744900 "Main urban area" "A"
971100 "Main urban area" "A"
1305801 "Independent Urban Area" "B"
713203 "Main urban area" "A"
745800 "Main urban area" "A"
1309701 "Independent Urban Area" "B"
983200 "Rural area with low urban influence" "F"
726800 "Main urban area" "A"
668901 "Main urban area" "A"
744500 "Main urban area" "A"
744800 "Main urban area" "A"
728613 "Main urban area" "A"
663900 "Main urban area" "A"
662602 "Main urban area" "A"
714806 "Main urban area" "A"
728002 "Main urban area" "A"
744200 "Main urban area" "A"
712700 "Main urban area" "A"
669100 "Main urban area" "A"
1307300 "Independent Urban Area" "B"
1313610 "Independent Urban Area" "B"
1276402 "Highly rural/remote area" "G"
973500 "Main urban area" "A"
1312500 "Independent Urban Area" "B"
1328100 "Independent Urban Area" "B"
1328800 "Independent Urban Area" "B"
1328000 "Independent Urban Area" "B"
1280601 "Rural area with low urban influence" "F"
741102 "Main urban area" "A"
744700 "Main urban area" "A"
1328400 "Independent Urban Area" "B"
835502 "Satellite Urban Area" "C"
656200 "Main urban area" "A"
713019 "Main urban area" "A"
1327900 "Independent Urban Area" "B"
838900 "Satellite Urban Area" "C"
1328300 "Independent Urban Area" "B"
835102 "Satellite Urban Area" "C"
1068302 "Highly rural/remote area" "G"
1064300 "Rural area with low urban influence" "F"
829200 "Satellite Urban Area" "C"
1062800 "Highly rural/remote area" "G"
1067300 "Rural area with low urban influence" "F"
1328900 "Independent Urban Area" "B"
1018300 "Rural area with low urban influence" "F"
1058400 "Rural area with low urban influence" "F"
1180407 "Main urban area" "A"
933000 "Rural area with moderate urban influence" "E"
952326 "Main urban area" "A"
1206917 "Main urban area" "A"
897203 "Main urban area" "A"
1204825 "Main urban area" "A"
877900 "Main urban area" "A"
1180406 "Main urban area" "A"
878800 "Main urban area" "A"
878900 "Main urban area" "A"
1206915 "Main urban area" "A"
2486600 "Rural area with moderate urban influence" "E"
2722702 "Rural area with moderate urban influence" "E"
2712801 "Rural area with low urban influence" "F"
2501602 "Rural area with moderate urban influence" "E"
2750700 "Rural area with low urban influence" "F"
2718200 "Rural area with high urban influence" "D"
2718006 "Satellite Urban Area" "C"
2712405 "Area outside urban/rural profile" "Z"
2757900 "Rural area with low urban influence" "F"
2721002 "Satellite Urban Area" "C"
2751900 "Rural area with low urban influence" "F"
2756200 "Rural area with low urban influence" "F"
2138900 "Main urban area" "A"
2201000 "Main urban area" "A"
2746900 "Rural area with low urban influence" "F"
2718100 "Satellite Urban Area" "C"
2140600 "Main urban area" "A"
2340900 "Main urban area" "A"
2720800 "Rural area with high urban influence" "D"
2756300 "Rural area with low urban influence" "F"
2134000 "Main urban area" "A"
2157702 "Main urban area" "A"
1984000 "Main urban area" "A"
2158000 "Main urban area" "A"
2139603 "Main urban area" "A"
2341900 "Main urban area" "A"
2138300 "Main urban area" "A"
2158200 "Main urban area" "A"
2134300 "Main urban area" "A"
2131600 "Main urban area" "A"
2157100 "Main urban area" "A"
2186300 "Main urban area" "A"
2501700 "Rural area with high urban influence" "D"
2714100 "Rural area with low urban influence" "F"
2834600 "Rural area with moderate urban influence" "E"
2722800 "Rural area with moderate urban influence" "E"
2721801 "Rural area with low urban influence" "F"
3024701 "Independent Urban Area" "B"
3024602 "Independent Urban Area" "B"
3024603 "Independent Urban Area" "B"
3024500 "Independent Urban Area" "B"
2138600 "Main urban area" "A"
2133800 "Main urban area" "A"
3024601 "Independent Urban Area" "B"
2428300 "Rural area with low urban influence" "F"
2156600 "Main urban area" "A"
2156500 "Main urban area" "A"
3024300 "Independent Urban Area" "B"
2433301 "Highly rural/remote area" "G"
3024200 "Independent Urban Area" "B"
2401500 "Rural area with low urban influence" "F"
2428002 "Highly rural/remote area" "G"
2431400 "Highly rural/remote area" "G"
2401500 "Rural area with low urban influence" "F"
2401401 "Area outside urban/rural profile" "Z"
2431000 "Rural area with low urban influence" "F"
3173303 "Highly rural/remote area" "G"
3173303 "Highly rural/remote area" "G"
2235500 "Independent Urban Area" "B"
2234400 "Independent Urban Area" "B"
90600 "Main urban area" "A"
2285601 "Highly rural/remote area" "G"
2230300 "Independent Urban Area" "B"
2421500 "Rural area with low urban influence" "F"
138816 "Rural area with low urban influence" "F"
2285601 "Highly rural/remote area" "G"
2239900 "Independent Urban Area" "B"
1045525 "Rural area with low urban influence" "F"
2571700 "Main urban area" "A"
2252300 "Independent Urban Area" "B"
2234200 "Independent Urban Area" "B"
2401500 "Rural area with low urban influence" "F"
223100 "Main urban area" "A"
2615700 "Main urban area" "A"
2008700 "Main urban area" "A"
2235000 "Independent Urban Area" "B"
432500 "Main urban area" "A"
2531200 "Main urban area" "A"
2231300 "Independent Urban Area" "B"
2008500 "Main urban area" "A"
1555500 "Main urban area" "A"
1399100 "Rural area with low urban influence" "F"
406400 "Main urban area" "A"
2535300 "Main urban area" "A"
2233100 "Independent Urban Area" "B"
2230500 "Independent Urban Area" "B"
1414300 "Rural area with moderate urban influence" "E"
1398002 "Rural area with low urban influence" "F"
550400 "Main urban area" "A"
2546600 "Main urban area" "A"
2243800 "Independent Urban Area" "B"
2234302 "Independent Urban Area" "B"
1389601 "Independent Urban Area" "B"
1609000 "Rural area with moderate urban influence" "E"
653400 "Main urban area" "A"
2558700 "Main urban area" "A"
1557400 "Rural area with moderate urban influence" "E"
1554300 "Highly rural/remote area" "G"
688800 "Main urban area" "A"
2675100 "Main urban area" "A"
1609800 "Rural area with moderate urban influence" "E"
1388200 "Independent Urban Area" "B"
2690000 "Main urban area" "A"
1623401 "Highly rural/remote area" "G"
1610500 "Highly rural/remote area" "G"
1389400 "Independent Urban Area" "B"
1388400 "Independent Urban Area" "B"
1388300 "Independent Urban Area" "B"
1609500 "Rural area with moderate urban influence" "E"
2235200 "Independent Urban Area" "B"
2234500 "Independent Urban Area" "B"
2086610 "Main urban area" "A"
2008602 "Main urban area" "A"
2240900 "Independent Urban Area" "B"
1946300 "Main urban area" "A"
2286003 "Rural area with moderate urban influence" "E"
2570000 "Main urban area" "A"
1945600 "Main urban area" "A"
2572001 "Main urban area" "A"
1968700 "Main urban area" "A"
1608700 "Rural area with high urban influence" "D"
1554100 "Rural area with moderate urban influence" "E"
2116500 "Rural area with high urban influence" "D"
1492500 "Main urban area" "A"
1389602 "Independent Urban Area" "B"
1555303 "Main urban area" "A"
1957701 "Main urban area" "A"
1499500 "Main urban area" "A"
88900 "Main urban area" "A"
1961200 "Main urban area" "A"
1491800 "Main urban area" "A"
144700 "Highly rural/remote area" "G"
1751200 "Independent Urban Area" "B"
155801 "Main urban area" "A"
1468902 "Main urban area" "A"
347600 "Main urban area" "A"
1408302 "Rural area with moderate urban influence" "E"
228205 "Main urban area" "A"
1498900 "Main urban area" "A"
394000 "Main urban area" "A"
1669100 "Highly rural/remote area" "G"
536300 "Main urban area" "A"
633000 "Main urban area" "A"
2086304 "Main urban area" "A"
583600 "Main urban area" "A"
1968800 "Main urban area" "A"
1749600 "Independent Urban Area" "B"
1846700 "Main urban area" "A"
1493200 "Main urban area" "A"
1823800 "Main urban area" "A"
1542000 "Satellite Urban Area" "C"
1835800 "Main urban area" "A"
1845300 "Main urban area" "A"
1821302 "Main urban area" "A"
93800 "Main urban area" "A"
1844100 "Main urban area" "A"
137502 "Rural area with low urban influence" "F"
1846400 "Main urban area" "A"
155602 "Main urban area" "A"
223400 "Main urban area" "A"
423100 "Main urban area" "A"
507702 "Main urban area" "A"
552300 "Main urban area" "A"
377600 "Main urban area" "A"
606201 "Main urban area" "A"
1835600 "Main urban area" "A"
1823300 "Main urban area" "A"
3073700 "Rural area with low urban influence" "F"
3076000 "Rural area with low urban influence" "F"
3176200 "Highly rural/remote area" "G"
3052800 "Rural area with low urban influence" "F"
3176300 "Rural area with low urban influence" "F"
2986101 "Rural area with low urban influence" "F"
3193400 "Highly rural/remote area" "G"
3085700 "Independent Urban Area" "B"
3076100 "Rural area with low urban influence" "F"
3088400 "Rural area with low urban influence" "F"
3001600 "Highly rural/remote area" "G"
3085600 "Independent Urban Area" "B"
3183400 "Rural area with low urban influence" "F"
3053200 "Independent Urban Area" "B"
3178200 "Rural area with low urban influence" "F"
3183500 "Rural area with moderate urban influence" "E"
3073000 "Rural area with low urban influence" "F"
3176400 "Rural area with moderate urban influence" "E"
3085800 "Independent Urban Area" "B"
3194000 "Highly rural/remote area" "G"
99902 "Main urban area" "A"
141605 "Independent Urban Area" "B"
150200 "Main urban area" "A"
348000 "Main urban area" "A"
430000 "Main urban area" "A"
231003 "Main urban area" "A"
719302 "Main urban area" "A"
653300 "Main urban area" "A"
369600 "Main urban area" "A"
74005 "Rural area with high urban influence" "D"
140500 "Independent Urban Area" "B"
151300 "Main urban area" "A"
343701 "Main urban area" "A"
426601 "Main urban area" "A"
485600 "Main urban area" "A"
496202 "Main urban area" "A"
643700 "Main urban area" "A"
599500 "Main urban area" "A"
147209 "Area outside urban/rural profile" "Z"
137907 "Rural area with low urban influence" "F"
149600 "Main urban area" "A"
364001 "Main urban area" "A"
228208 "Main urban area" "A"
482500 "Main urban area" "A"
549700 "Main urban area" "A"
681308 "Main urban area" "A"
371202 "Main urban area" "A"
109200 "Main urban area" "A"
170812 "Main urban area" "A"
180104 "Main urban area" "A"
323000 "Main urban area" "A"
1047200 "Independent Urban Area" "B"
482600 "Main urban area" "A"
677905 "Main urban area" "A"
644104 "Main urban area" "A"
589400 "Main urban area" "A"
70201 "Main urban area" "A"
146902 "Rural area with high urban influence" "D"
190800 "Main urban area" "A"
322101 "Main urban area" "A"
453101 "Main urban area" "A"
485800 "Main urban area" "A"
493100 "Main urban area" "A"
282400 "Main urban area" "A"
291101 "Main urban area" "A"
103900 "Main urban area" "A"
142100 "Rural area with low urban influence" "F"
1045415 "Rural area with moderate urban influence" "E"
345500 "Main urban area" "A"
415600 "Main urban area" "A"
392000 "Main urban area" "A"
608340 "Area outside urban/rural profile" "Z"
358437 "Area outside urban/rural profile" "Z"
711031 "Main urban area" "A"
897000 "Main urban area" "A"
1175202 "Main urban area" "A"
876202 "Main urban area" "A"
1171800 "Main urban area" "A"
877202 "Main urban area" "A"
