"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","EASTING","NORTHING","NOTHING"
"OKAAHU ROAD","1150","W","TE TEKO ROAD","2901212","11/01/2009","Sun","0754","CAR1 WBD on OKAAHU ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control on unsealed road","Dry","Bright Sun","Fine","Unknown","N/A","0","0","4","1932683","5784686",
"OKAREKA LOOP ROAD","90","W","MILLAR ROAD","201005632","28/11/2010","Sun","","CAR1 WBD on OKAREKA LOOP ROAD hit CAR2 U-turning from same direction of travel","CAR2 attention diverted by other traffic, didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1892916","5769985",
"OKAREKA LOOP ROAD","490","W","SUMMIT ROAD","201102054","14/04/2011","Thu","0800","CAR1 SBD on OKAREKA LOOP ROAD overtaking CYCLIST2 (Age 23)","CAR1 too far left/right  CYCLIST2 lost control, vehicle being towed","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1892404","5769945",
"OKONA CRESCENT","140","N","WIKARAKA ST","2800031","21/02/2008","Thu","1730","MOTOR CYCLE1 SBD on OKONA CRESCENT lost control turning left","MOTOR CYCLE1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, riding in insecure position","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1881830","5781314",
"OKOROIRE ROAD","500","E","HETHERINGTON ROAD","201104528","02/10/2011","Sun","1242","MOTOR CYCLE1 SBD on OKOROIRE ROAD lost control turning right, MOTOR CYCLE1 hit Fence on right hand bend ","MOTOR CYCLE1 alcohol suspected, lost control when turning","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1844697","5794848",
"OKOROIRE ROAD","5","E","SOMERVILLE ROAD","2804195","10/08/2008","Sun","1352","MOTOR CYCLE1 EBD on OKOROIRE ROAD hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","1","1846487","5795777",
"OLD COACH ROAD","","I","BLACK ROAD","2902782","17/05/2009","Sun","","CAR1 NBD on OLD COACH ROAD lost control turning left, CAR1 hit House Or Bldg, Kerb","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control under heavy braking","Dry","Dark","Fine","T Type Junction","Nil","0","0","1","1900463","5808201",
"OLD COACH ROAD","1000","W","MANIATUTU ROAD W","201205569","11/11/2012","Sun","1310","MOTOR CYCLE1 EBD on OLD COACH ROAD lost control turning right, MOTOR CYCLE1 hit Fence on right hand bend ","MOTOR CYCLE1 suddenly braked","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1903105","5806196",
"OLD COACH ROAD","600","W","OHINEPANEA ROAD","201005219","24/10/2010","Sun","1430","MOTOR CYCLE1 EBD on OLD COACH ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 lost control due to road conditions  ENV: road slippery (loose material on seal), road surface (potholed)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1912668","5805897",
"OLD COACH ROAD","620","W","OHINEPANEA ROAD","201006143","09/12/2010","Thu","1821","MOTOR CYCLE1 WBD on OLD COACH ROAD lost control turning left","MOTOR CYCLE1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1912652","5805885",
"OLD COACH ROAD","100","S","SH 2","201104756","01/12/2011","Thu","1000","MOTOR CYCLE1 NBD on OLD COACH ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 lost control due to road conditions, inattentive  ENV: slippery, road surface (potholed)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1915928","5806622",
"OLD KAIMAI ROAD","400","N","SH 29","201201225","28/02/2012","Tue","0725","MOTOR CYCLE1 SBD on OLD KAIMAI ROAD and/or CAR2 cut corner/swung wide and collided head on","MOTOR CYCLE1 too far left/right, didnt see/look when visibility limited by roadside features  CAR2 too far left/right, didnt see/look when visibility limited by roadside features  ENV: road surface unusually narrow","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1858851","5805366",
"OLD QUARRY ROAD","","I","GORDON ROAD","2803893","13/07/2008","Sun","0350","CAR1 NBD on OLD QUARRY ROAD lost control turning right, CAR1 hit Parked Vehicle on right hand bend ","CAR1 alcohol test above limit or test refused, emotionally upset/road rage, fatigue (drowsy, tired, fell asleep)","Wet","Dark","Light Rain","T Type Junction","Nil","0","0","1","1882145","5775941",
"OLD QUARRY ROAD","5","E","KEA ST","201103272","11/07/2011","Mon","1515","CAR1 EBD on OLD QUARRY ROAD hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing heedless of traffic  ENV: road slippery (rain)","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","1","1882277","5776017",
"OLD TAUPO ROAD","820","S","ARAPUNI ROAD","201001289","01/02/2010","Mon","1812","CAR1 NBD on OLD TAUPO ROAD hit CAR2 headon on straight","CAR1 drugs suspected, on incorrect side of the island or median","Dry","Overcast","Fine","Unknown","Nil","0","3","0","1835135","5783585",
"OLD TAUPO ROAD","500","N","BAIRD ROAD","201106039","16/12/2011","Fri","0030","CAR1 NBD on OLD TAUPO ROAD lost control; went off road to left, CAR1 hit Fence","CAR1 fatigue (drowsy, tired, fell asleep)  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","Nil","0","0","1","1847870","5765899",
"OLD TAUPO ROAD","","I","BAIRD ROAD","201102049","10/04/2011","Sun","0640","CAR1 NBD on OLD TAUPO ROAD lost control turning left, CAR1 hit Ditch","CAR1 lost control when turning, suddenly swerved to avoid animal, new driver showed inexperience, driver over-reacted","Dry","Overcast","Fine","T Type Junction","Nil","0","0","1","1848021","5765422",
"OLD TAUPO ROAD","600","N","CAMPBELL ROAD","2901229","10/01/2009","Sat","1848","CAR1 NBD on OLD TAUPO ROAD lost control; went off road to right","CAR1 too fast on straight, lost control, showing off racing","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1850161","5762353",
"OLD TAUPO ROAD","1000","S","CAMPBELL ROAD","201101492","08/03/2011","Tue","1745","SUV1 NBD on OLD TAUPO ROAD lost control; went off road to right, SUV1 hit Cliff Bank, Fence","SUV1 lost control","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1851254","5761202",
"OLD TAUPO ROAD","","I","CAMPBELL ROAD","201100104","03/10/2011","Mon","1950","CAR1 SBD on OLD TAUPO ROAD lost control on curve and hit TRUCK2 head on, CAR1 hit Fence","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience","Wet","Dark","Heavy Rain","X Type Junction","Give Way Sign","1","2","1","1850504","5761860",
"OLD TAUPO ROAD","","I","HUIHUITAHA ROAD","201002337","23/02/2010","Tue","1530","CAR1 NBD on OLD TAUPO ROAD hit CAR2 crossing at right angle from right, CAR2 hit Fence, Post Or Pole","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction, new driver showed inexperience","Dry","Bright Sun","Fine","Multi Rd Join","Give Way Sign","0","0","2","1835290","5783459",
"OLD TAUPO ROAD","1600","S","MATANUKU ROAD","2904064","26/07/2009","Sun","1544","CAR1 NBD on OLD TAUPO ROAD lost control turning left, CAR1 hit Fence, Ditch","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1847754","5766310",
"OLD TAUPO ROAD","980","S","SH 32","2806208","24/12/2008","Wed","0900","CAR1 NBD on OLD TAUPO ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control when turning, driving unfamiliar vehicle, overseas/migrant driver failed to adjust to NZ road rules and road conditions, worn tread on tyre","Wet","Overcast","Light Rain","Unknown","Nil","0","0","1","1849248","5763078",
"OLD TAUPO ROAD","110","S","TOMALIN ROAD","201004409","03/08/2010","Tue","1615","VAN1 NBD on OLD TAUPO ROAD lost control turning right, VAN1 hit Cliff Bank on right hand bend ","VAN1 too far left/right  ENV: road slippery (oil/diesel/fuel), heavy rain","Wet","Twilight","Heavy Rain","Unknown","Nil","0","0","1","1837541","5780667",
"OLD TAUPO ROAD","100","W","WAOTU ROAD S","201201024","04/01/2012","Wed","1430","CAR1 WBD on OLD TAUPO ROAD hit SUV2 headon on straight","CAR1 failed to keep left on straight, on incorrect side of the island or median, overseas/migrant driver failed to adjust to NZ road rules and road conditions  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1838541","5779866",
"OLD TAUPO ROAD","740","N","WILTSDOWN ROAD","201203920","15/08/2012","Wed","2155","CAR1 SBD on OLD TAUPO ROAD lost control turning left, CAR1 hit Fence","CAR1 alcohol suspected, drugs suspected, lost control when turning, attention diverted by cigarette etc, mental illness (eg depression)  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","N/A","0","0","1","1842396","5772129",
"OLD TAUPO ROAD","1070","N","WILTSDOWN ROAD","2903643","15/05/2009","Fri","0430","CAR1 SBD on OLD TAUPO ROAD lost control turning right, CAR1 hit Cliff Bank, Fence on right hand bend ","CAR1 too fast entering corner, lost control when turning","Dry","Dark","Mist","Unknown","Nil","0","0","1","1842426","5772453",
"OLD TAUPO ROAD","1070","N","WILTSDOWN ROAD","201005979","22/12/2010","Wed","1850","CAR1 NBD on OLD TAUPO ROAD lost control on curve and hit VAN2 head on","CAR1 too fast entering corner, lost control when turning","Wet","Overcast","Light Rain","Unknown","N/A","0","2","1","1842426","5772453",
"OLD TAUPO ROAD","4500","N","WILTSDOWN ROAD","201004853","15/08/2010","Sun","0008","CAR1 SBD on OLD TAUPO ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1840749","5774960",
"OLD TAUPO ROAD","6230","N","WILTSDOWN ROAD","201003716","08/07/2010","Thu","1750","CAR1 NBD on OLD TAUPO ROAD lost control turning right on right hand bend ","CAR1 too far left/right, misjudged speed, distance or position, driver over-reacted","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1840215","5776520",
"OLD TAUPO ROAD","1800","S","WILTSDOWN ROAD","2903441","24/06/2009","Wed","1445","MOTOR CYCLE1 NBD on OLD TAUPO ROAD lost control turning left","MOTOR CYCLE1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","1","0","1843933","5770316",
"OMANAWA ROAD","200","N","JENSEN ROAD","2905054","25/09/2009","Fri","0700","CAR1 SBD on OMANAWA ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 too fast entering corner, lost control when turning, attention diverted by cell phone","Wet","Overcast","Mist","Unknown","N/A","0","0","1","1870704","5811684",
"OMANAWA ROAD","700","N","JENSEN ROAD","2906295","03/12/2009","Thu","","CAR1 EBD on OMANAWA ROAD lost control turning right, CAR1 hit Cliff Bank, Tree on right hand bend ","CAR1 alcohol test above limit or test refused, too far left/right","Dry","Dark","Fine","Unknown","Nil","0","3","1","1870640","5812179",
"OMANAWA ROAD","","I","PEERS ROAD","201003708","10/07/2010","Sat","2254","passenger fell from moving CAR1 SBD on OMANAWA ROAD ","CAR1 alcohol test above limit or test refused, Intoxicated non-driver, opened door inadvertently","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1870736","5808586",
"OMANAWA ROAD","2000","S","SH 29","201102955","09/06/2011","Thu","2230","CAR1 NBD on OMANAWA ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control when turning  ENV: slippery, road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1870040","5814371",
"OMANAWA ROAD","2420","S","SH 29","201201911","10/04/2012","Tue","0851","TRUCK1 SBD on OMANAWA ROAD hit SUV2 U-turning from same direction of travel","SUV2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","2","0","1870366","5814128",
"OMANAWA ROAD","240","N","TOMSETT ROAD","201104797","06/12/2011","Tue","0758","CAR1 NBD on OMANAWA ROAD lost control turning left, CAR1 hit Fence","CAR1 too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1870626","5809779",
"OMOKOROA ROAD","150","W","BEACH GROVE","201003297","24/06/2010","Thu","2235","CAR1 WBD on OMOKOROA ROAD lost control turning left, CAR1 hit Cliff Bank, Post Or Pole","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1868469","5829929",
"OMOKOROA ROAD","510","E","PROLE ROAD","201205578","27/12/2012","Thu","0746","CAR1 WBD on OMOKOROA ROAD lost control turning right, CAR1 hit Traffic Sign on right hand bend ","CAR1 suddenly swerved to avoid animal","Wet","Overcast","Light Rain","Unknown","Nil","0","0","1","1866891","5827833",
"ONEPU SPRING ROAD","60","W","SH 34","2901739","27/02/2009","Fri","1300","CAR1 NBD on ONEPU SPRING ROAD lost control turning right, CAR1 hit Fence, Traffic Sign, Other on right hand bend ","CAR1 illness with no warning (eg heart attack)","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1927541","5781251",
"ONSLOW ST","","I","ISLINGTON ST","2905721","19/10/2009","Mon","1420","CAR2 turning right hit by oncoming CAR1 NBD on ONSLOW ST ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","2","1924837","5778092",
"ORCHARD PLACE","150","E","ILES ROAD","201205785","01/12/2012","Sat","1935","CAR1 WBD on ORCHARD PLACE lost control; went off road to left, CAR1 hit Fence, Kerb","CAR1 alcohol suspected, lost control under heavy acceleration","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1888184","5772989",
"OREGON DRIVE","","I","PINE DRIVE S","2806565","06/12/2008","Sat","1713","MOTOR CYCLE1 WBD on OREGON DRIVE hit CAR2 headon on straight, MOTOR CYCLE1 hit Parked Vehicle","MOTOR CYCLE1 alcohol suspected, failed to keep left on straight, incorrect tyre type","Dry","Bright Sun","Fine","T Type Junction","Nil","0","0","1","1923301","5736906",
"OREGON DRIVE","200","N","RIMU ROAD","2901324","12/02/2009","Thu","1230","VAN1 SBD on OREGON DRIVE lost control turning right, VAN1 hit Fence, Kerb on right hand bend ","VAN1 too fast entering corner, lost control when turning, emotionally upset/road rage  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1923526","5737639",
"OREGON DRIVE","350","N","TOTARA ST","201201323","11/03/2012","Sun","1630","MOTOR CYCLE1 NBD on OREGON DRIVE lost control turning left, MOTOR CYCLE1 hit Post Or Pole","MOTOR CYCLE1 too fast entering corner, lost control when turning, new driver showed inexperience","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1923488","5737688",
"ORIENTAL PARADE","70","E","ORETI CRESCENT","2905705","16/12/2009","Wed","0501","CAR1 EBD on ORIENTAL PARADE lost control turning left, CAR1 hit Parked Vehicle","CAR1 alcohol test below limit, attention diverted while trying to find intersection, attention diverted by cigarette etc, wrong pedal","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1888745","5821948",
"ORKNEY ROAD","70","N","CLYDE ST","201101596","20/03/2011","Sun","1805","CAR1 NBD on ORKNEY ROAD hit CYCLIST2 (Age 8)turning right onto ORKNEY ROAD from the left","CAR1 didnt see/look when visibility obstructed by other vehicles  CYCLIST2 failed to give way at driveway, didnt see/look when visibility obstructed by other vehicles  ENV: visibility limited by parked vehicle, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","1","1882298","5828143",
"OROPI GORGE ROAD","930","E","SH 36","201005218","28/10/2010","Thu","2130","SUV1 SBD on OROPI GORGE ROAD lost control turning left","SUV1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","0","1875491","5808431",
"OROPI ROAD","260","N","CASTLES ROAD","201103646","05/08/2011","Fri","0903","CAR2 turning right hit by oncoming CAR1 NBD on OROPI ROAD ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","2","1876640","5812748",
"OROPI ROAD","530","S","CASTLES ROAD","2904242","16/08/2009","Sun","0100","CAR1 NBD on OROPI ROAD lost control turning right, CAR1 hit Other on right hand bend ","CAR1 alcohol suspected, too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1876378","5812007",
"OROPI ROAD","260","S","CHADWICK ROAD","201204822","10/11/2012","Sat","","CAR1 NBD on OROPI ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","1","1876709","5819284",
